Moeda; DataCotacao; ValorCotacao
PGK; 29-03-2001; 5,804505825
PGK; 30-03-2001; 3,4916237
PGK; 02-04-2001; 1,907137752
PGK; 03-04-2001; 5,542492568
PGK; 04-04-2001; 1,0532372
PGK; 05-04-2001; 7,08307606
PGK; 06-04-2001; 3,869841218
PGK; 09-04-2001; 5,193200529
PGK; 10-04-2001; 1,234658241
PGK; 11-04-2001; 3,88817817
PGK; 12-04-2001; 2,156439185
PGK; 13-04-2001; 3,977693737
PGK; 16-04-2001; 4,698317289
PGK; 17-04-2001; 2,79578501
PGK; 18-04-2001; 7,287866712
PGK; 19-04-2001; 5,770667017
PGK; 20-04-2001; 5,507629871
PGK; 23-04-2001; 4,553149998
PGK; 24-04-2001; 5,209863544
PGK; 25-04-2001; 4,17240113
PGK; 26-04-2001; 7,549253702
PGK; 27-04-2001; 1,43779999
PGK; 30-04-2001; 7,277349114
PGK; 01-05-2001; 7,555637777
PGK; 02-05-2001; 5,392463684
PGK; 03-05-2001; 6,679410279
PGK; 04-05-2001; 3,988797545
PGK; 07-05-2001; 2,862454593
PGK; 08-05-2001; 1,898526907
PGK; 09-05-2001; 1,631679595
PGK; 10-05-2001; 4,470612645
PGK; 11-05-2001; 5,151140153
PGK; 14-05-2001; 6,580077648
PGK; 15-05-2001; 3,694205105
PGK; 16-05-2001; 7,71150291
PGK; 17-05-2001; 3,893068969
PGK; 18-05-2001; 7,710492373
PGK; 21-05-2001; 2,984357417
PGK; 22-05-2001; 3,546856523
PGK; 23-05-2001; 2,01957649
PGK; 24-05-2001; 2,183264732
PGK; 25-05-2001; 5,759155571
PGK; 28-05-2001; 3,393116355
PGK; 29-05-2001; 7,718834102
PGK; 30-05-2001; 6,121380568
PGK; 31-05-2001; 2,58714205
PGK; 01-06-2001; 2,732154965
PGK; 04-06-2001; 6,98272413
PGK; 05-06-2001; 4,236692905
PGK; 06-06-2001; 1,270257771
PGK; 07-06-2001; 1,3456496
PGK; 08-06-2001; 7,903714836
PGK; 11-06-2001; 5,939296961
PGK; 12-06-2001; 5,515717089
PGK; 13-06-2001; 4,299457192
PGK; 14-06-2001; 2,721735418
PGK; 15-06-2001; 5,196905136
PGK; 18-06-2001; 2,357882798
PGK; 19-06-2001; 3,677989364
PGK; 20-06-2001; 1,621051013
PGK; 21-06-2001; 5,144222021
PGK; 22-06-2001; 7,330141127
PGK; 25-06-2001; 4,068587422
PGK; 26-06-2001; 5,277137697
PGK; 27-06-2001; 2,442319393
PGK; 28-06-2001; 6,386776745
PGK; 29-06-2001; 7,795897365
PGK; 02-07-2001; 7,153557479
PGK; 03-07-2001; 1,388011217
PGK; 04-07-2001; 4,574847758
PGK; 05-07-2001; 1,906244874
PGK; 06-07-2001; 4,548833311
PGK; 09-07-2001; 1,773228645
PGK; 10-07-2001; 6,456060708
PGK; 11-07-2001; 2,902010322
PGK; 12-07-2001; 4,393324077
PGK; 13-07-2001; 2,494395018
PGK; 16-07-2001; 5,278645575
PGK; 17-07-2001; 5,226003766
PGK; 18-07-2001; 2,796099603
PGK; 19-07-2001; 6,911800861
PGK; 20-07-2001; 1,899230778
PGK; 23-07-2001; 1,495839953
PGK; 24-07-2001; 1,34181565
PGK; 25-07-2001; 1,958978891
PGK; 26-07-2001; 4,454718173
PGK; 27-07-2001; 4,488313317
PGK; 30-07-2001; 4,137588918
PGK; 31-07-2001; 2,00207901
PGK; 01-08-2001; 1,784158051
PGK; 02-08-2001; 7,873772979
PGK; 03-08-2001; 2,609872043
PGK; 06-08-2001; 3,449243307
PGK; 07-08-2001; 1,600624144
PGK; 08-08-2001; 4,700497746
PGK; 09-08-2001; 4,051328599
PGK; 10-08-2001; 4,10998106
PGK; 13-08-2001; 7,41308862
PGK; 14-08-2001; 7,629071116
PGK; 15-08-2001; 5,917708099
PGK; 16-08-2001; 3,304543734
PGK; 17-08-2001; 4,198297083
PGK; 20-08-2001; 7,916756272
PGK; 21-08-2001; 6,874720991
PGK; 22-08-2001; 3,72329998
PGK; 23-08-2001; 1,822643578
PGK; 24-08-2001; 6,151871085
PGK; 27-08-2001; 5,594913661
PGK; 28-08-2001; 1,03611064
PGK; 29-08-2001; 3,214045584
PGK; 30-08-2001; 2,738163114
PGK; 31-08-2001; 1,304543436
PGK; 03-09-2001; 3,251703739
PGK; 04-09-2001; 2,28381902
PGK; 05-09-2001; 4,129184604
PGK; 06-09-2001; 3,080453575
PGK; 07-09-2001; 2,827049494
PGK; 10-09-2001; 4,59855324
PGK; 11-09-2001; 2,812667489
PGK; 12-09-2001; 5,896948278
PGK; 13-09-2001; 6,526735306
PGK; 14-09-2001; 7,801986039
PGK; 17-09-2001; 1,044898391
PGK; 18-09-2001; 3,422667682
PGK; 19-09-2001; 4,032340765
PGK; 20-09-2001; 4,786878645
PGK; 21-09-2001; 1,335093617
PGK; 24-09-2001; 2,567462862
PGK; 25-09-2001; 1,301812649
PGK; 26-09-2001; 2,616890728
PGK; 27-09-2001; 5,679774165
PGK; 28-09-2001; 4,779270828
PGK; 01-10-2001; 6,678839922
PGK; 02-10-2001; 1,198455393
PGK; 03-10-2001; 2,547140718
PGK; 04-10-2001; 3,09098953
PGK; 05-10-2001; 4,752228737
PGK; 08-10-2001; 1,702654183
PGK; 09-10-2001; 4,611448646
PGK; 10-10-2001; 1,917352855
PGK; 11-10-2001; 1,965277433
PGK; 12-10-2001; 2,737092078
PGK; 15-10-2001; 4,237383008
PGK; 16-10-2001; 3,601805627
PGK; 17-10-2001; 3,975151539
PGK; 18-10-2001; 5,267772496
PGK; 19-10-2001; 7,714433551
PGK; 22-10-2001; 3,713378608
PGK; 23-10-2001; 1,762258768
PGK; 24-10-2001; 5,290972292
PGK; 25-10-2001; 1,241269708
PGK; 26-10-2001; 2,093563497
PGK; 29-10-2001; 1,489624023
PGK; 30-10-2001; 2,255116761
PGK; 31-10-2001; 2,6601156
PGK; 01-11-2001; 1,653187931
PGK; 02-11-2001; 7,112264395
PGK; 05-11-2001; 2,232654631
PGK; 06-11-2001; 2,941125035
PGK; 07-11-2001; 1,919290483
PGK; 08-11-2001; 4,736564159
PGK; 09-11-2001; 1,841933072
PGK; 12-11-2001; 7,416756511
PGK; 13-11-2001; 1,331995666
PGK; 14-11-2001; 4,729649782
PGK; 15-11-2001; 1,919072688
PGK; 16-11-2001; 1,76614821
PGK; 19-11-2001; 1,291388929
PGK; 20-11-2001; 1,578764915
PGK; 21-11-2001; 1,939842522
PGK; 22-11-2001; 3,749493003
PGK; 23-11-2001; 4,954391658
PGK; 26-11-2001; 5,500645399
PGK; 27-11-2001; 3,191535056
PGK; 28-11-2001; 4,692413449
PGK; 29-11-2001; 3,781636178
PGK; 30-11-2001; 5,80089426
PGK; 03-12-2001; 6,694841206
PGK; 04-12-2001; 3,720336795
PGK; 05-12-2001; 7,834340751
PGK; 06-12-2001; 5,983356714
PGK; 07-12-2001; 5,875725329
PGK; 10-12-2001; 1,742869973
PGK; 11-12-2001; 7,821184576
PGK; 12-12-2001; 4,609495163
PGK; 13-12-2001; 1,987300217
PGK; 14-12-2001; 4,188174605
PGK; 17-12-2001; 1,895182788
PGK; 18-12-2001; 5,907764196
PGK; 19-12-2001; 7,281702101
PGK; 20-12-2001; 4,487342
PGK; 21-12-2001; 3,200561464
PGK; 24-12-2001; 4,132985592
PGK; 25-12-2001; 7,931965649
PGK; 26-12-2001; 4,308768153
PGK; 27-12-2001; 7,169632614
PGK; 28-12-2001; 4,675723314
PGK; 31-12-2001; 5,703898966
PGK; 01-01-2002; 7,542528749
PGK; 02-01-2002; 2,569669187
PGK; 03-01-2002; 4,921658516
PGK; 04-01-2002; 5,377958596
PGK; 07-01-2002; 2,034754157
PGK; 08-01-2002; 5,299780071
PGK; 09-01-2002; 4,860964537
PGK; 10-01-2002; 3,921124518
PGK; 11-01-2002; 6,072004437
PGK; 14-01-2002; 2,937785089
PGK; 15-01-2002; 5,447681904
PGK; 16-01-2002; 2,408775151
PGK; 17-01-2002; 4,615644336
PGK; 18-01-2002; 6,037090003
PGK; 21-01-2002; 1,709093332
PGK; 22-01-2002; 5,69656235
PGK; 23-01-2002; 6,286218286
PGK; 24-01-2002; 3,173561513
PGK; 25-01-2002; 5,605098724
PGK; 28-01-2002; 2,842286408
PGK; 29-01-2002; 4,097825408
PGK; 30-01-2002; 1,742402256
PGK; 31-01-2002; 7,63759017
PGK; 01-02-2002; 5,277771056
PGK; 04-02-2002; 7,942494512
PGK; 05-02-2002; 7,505025804
PGK; 06-02-2002; 3,209826946
PGK; 07-02-2002; 2,730738461
PGK; 08-02-2002; 1,824559093
PGK; 11-02-2002; 5,885931671
PGK; 12-02-2002; 6,735810518
PGK; 13-02-2002; 4,896684229
PGK; 14-02-2002; 7,845032334
PGK; 15-02-2002; 1,019580305
PGK; 18-02-2002; 4,499659538
PGK; 19-02-2002; 7,860752404
PGK; 20-02-2002; 4,935982108
PGK; 21-02-2002; 7,547268093
PGK; 22-02-2002; 7,264984846
PGK; 25-02-2002; 4,269610465
PGK; 26-02-2002; 3,344905972
PGK; 27-02-2002; 2,164002359
PGK; 28-02-2002; 6,634264469
PGK; 01-03-2002; 2,25332433
PGK; 04-03-2002; 1,869106174
PGK; 05-03-2002; 2,915376365
PGK; 06-03-2002; 3,158218622
PGK; 07-03-2002; 4,097233355
PGK; 08-03-2002; 2,840064645
PGK; 11-03-2002; 3,244444311
PGK; 12-03-2002; 1,195184708
PGK; 13-03-2002; 7,663825333
PGK; 14-03-2002; 7,857818007
PGK; 15-03-2002; 5,788596332
PGK; 18-03-2002; 5,520492315
PGK; 19-03-2002; 2,564611495
PGK; 20-03-2002; 1,27533257
PGK; 21-03-2002; 1,926433504
PGK; 22-03-2002; 5,685838223
PGK; 25-03-2002; 3,082001507
PGK; 26-03-2002; 5,432879329
PGK; 27-03-2002; 2,074642837
PGK; 28-03-2002; 4,128661394
PGK; 29-03-2002; 5,841178477
PGK; 01-04-2002; 4,642408967
PGK; 02-04-2002; 4,734872282
PGK; 03-04-2002; 4,031517982
PGK; 04-04-2002; 5,231973946
PGK; 05-04-2002; 3,921926856
PGK; 08-04-2002; 2,290605724
PGK; 09-04-2002; 5,931456327
PGK; 10-04-2002; 3,580742896
PGK; 11-04-2002; 5,479868054
PGK; 12-04-2002; 2,554037988
PGK; 15-04-2002; 6,079391956
PGK; 16-04-2002; 2,072238743
PGK; 17-04-2002; 7,949472308
PGK; 18-04-2002; 3,062949836
PGK; 19-04-2002; 3,549482584
PGK; 22-04-2002; 7,421488345
PGK; 23-04-2002; 7,373159051
PGK; 24-04-2002; 2,127582967
PGK; 25-04-2002; 2,098503113
PGK; 26-04-2002; 5,295666993
PGK; 29-04-2002; 6,936902404
PGK; 30-04-2002; 4,627515018
PGK; 01-05-2002; 6,775220633
PGK; 02-05-2002; 5,485973418
PGK; 03-05-2002; 7,454606175
PGK; 06-05-2002; 1,558534563
PGK; 07-05-2002; 1,279769421
PGK; 08-05-2002; 4,829504788
PGK; 09-05-2002; 6,602478862
PGK; 10-05-2002; 7,329516113
PGK; 13-05-2002; 4,073025942
PGK; 14-05-2002; 7,881131709
PGK; 15-05-2002; 6,903408647
PGK; 16-05-2002; 7,809295118
PGK; 17-05-2002; 7,235983849
PGK; 20-05-2002; 7,335373223
PGK; 21-05-2002; 4,461338401
PGK; 22-05-2002; 1,123542964
PGK; 23-05-2002; 1,079128981
PGK; 24-05-2002; 1,198271811
PGK; 27-05-2002; 7,445640683
PGK; 28-05-2002; 5,201641977
PGK; 29-05-2002; 7,501814365
PGK; 30-05-2002; 4,709268391
PGK; 31-05-2002; 7,32549274
PGK; 03-06-2002; 4,073560417
PGK; 04-06-2002; 3,101635218
PGK; 05-06-2002; 1,013077319
PGK; 06-06-2002; 7,854251504
PGK; 07-06-2002; 7,916727483
PGK; 10-06-2002; 5,03380394
PGK; 11-06-2002; 5,581561387
PGK; 12-06-2002; 6,803828597
PGK; 13-06-2002; 2,852908313
PGK; 14-06-2002; 4,620525122
PGK; 17-06-2002; 6,385606825
PGK; 18-06-2002; 7,449065328
PGK; 19-06-2002; 7,495078981
PGK; 20-06-2002; 7,710370541
PGK; 21-06-2002; 3,816998303
PGK; 24-06-2002; 3,802107692
PGK; 25-06-2002; 5,244301498
PGK; 26-06-2002; 6,787654161
PGK; 27-06-2002; 3,360293925
PGK; 28-06-2002; 2,596781373
PGK; 01-07-2002; 4,336598814
PGK; 02-07-2002; 3,831807137
PGK; 03-07-2002; 3,014700234
PGK; 04-07-2002; 5,022966743
PGK; 05-07-2002; 1,639829814
PGK; 08-07-2002; 6,926752806
PGK; 09-07-2002; 3,465947211
PGK; 10-07-2002; 4,210973859
PGK; 11-07-2002; 4,200564325
PGK; 12-07-2002; 7,620281696
PGK; 15-07-2002; 6,008163273
PGK; 16-07-2002; 5,465917468
PGK; 17-07-2002; 3,540958107
PGK; 18-07-2002; 2,033426523
PGK; 19-07-2002; 5,215750277
PGK; 22-07-2002; 6,252092004
PGK; 23-07-2002; 7,705627859
PGK; 24-07-2002; 6,719837189
PGK; 25-07-2002; 4,365258515
PGK; 26-07-2002; 5,927346587
PGK; 29-07-2002; 5,058526218
PGK; 30-07-2002; 6,275155783
PGK; 31-07-2002; 4,607261717
PGK; 01-08-2002; 3,227460027
PGK; 02-08-2002; 6,829816759
PGK; 05-08-2002; 7,696391582
PGK; 06-08-2002; 2,888232052
PGK; 07-08-2002; 2,500515819
PGK; 08-08-2002; 7,412748992
PGK; 09-08-2002; 5,491296053
PGK; 12-08-2002; 5,622415125
PGK; 13-08-2002; 7,691277146
PGK; 14-08-2002; 2,410533369
PGK; 15-08-2002; 4,537737846
PGK; 16-08-2002; 2,113704979
PGK; 19-08-2002; 4,075561881
PGK; 20-08-2002; 1,433216274
PGK; 21-08-2002; 2,693077803
PGK; 22-08-2002; 2,727519095
PGK; 23-08-2002; 4,744617581
PGK; 26-08-2002; 7,644555032
PGK; 27-08-2002; 3,153543949
PGK; 28-08-2002; 1,81267339
PGK; 29-08-2002; 7,839496493
PGK; 30-08-2002; 6,058892906
PGK; 02-09-2002; 7,563606501
PGK; 03-09-2002; 5,37325722
PGK; 04-09-2002; 4,535430551
PGK; 05-09-2002; 2,588034093
PGK; 06-09-2002; 3,875352859
PGK; 09-09-2002; 4,490508378
PGK; 10-09-2002; 2,776206374
PGK; 11-09-2002; 1,838118732
PGK; 12-09-2002; 4,957862616
PGK; 13-09-2002; 6,494688094
PGK; 16-09-2002; 3,758540273
PGK; 17-09-2002; 7,656497896
PGK; 18-09-2002; 4,956582546
PGK; 19-09-2002; 4,886956036
PGK; 20-09-2002; 1,166453242
PGK; 23-09-2002; 4,428608596
PGK; 24-09-2002; 7,402701616
PGK; 25-09-2002; 7,01124531
PGK; 26-09-2002; 3,155645967
PGK; 27-09-2002; 3,124848783
PGK; 30-09-2002; 6,072525978
PGK; 01-10-2002; 7,476137459
PGK; 02-10-2002; 7,087873816
PGK; 03-10-2002; 5,097452343
PGK; 04-10-2002; 2,596853971
PGK; 07-10-2002; 5,326737463
PGK; 08-10-2002; 4,015321851
PGK; 09-10-2002; 2,627364099
PGK; 10-10-2002; 4,820351124
PGK; 11-10-2002; 1,966548741
PGK; 14-10-2002; 5,914979815
PGK; 15-10-2002; 2,221114814
PGK; 16-10-2002; 5,91092515
PGK; 17-10-2002; 7,829348147
PGK; 18-10-2002; 4,673017144
PGK; 21-10-2002; 7,657696187
PGK; 22-10-2002; 7,219100952
PGK; 23-10-2002; 1,801060975
PGK; 24-10-2002; 2,819157958
